State,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.Grow_Up_Area,Exact_Age,Q6.Ethnic_Group,Q7.No_of_Meals_Per_Day,Q8.No_of_Meals_Between_Intakes,Q9.Norms_for_Breakfast,Q9.Norms_for_Lunch,Q9.Norms_for_Dinner,Q9.Norms_for_Supper,Q9.Norms_for_Snack,Q9.Norms_for_TeaTime,Q10.Beverage_for_Breakfast,Q10.Beverage_for_Lunch,Q10.Beverage_for_Dinner,Q10.Beverage_for_Supper,Q10.Beverage_for_Snack,Q10.Beverage_for_TeaTime,Q11.NO._of_Times_Eat_at_Home_Last_Week,Q11.Recode_NO._of_Times_Eat_at_Home_Last_Week,Q11.Eat_Out_Ratio,Q13.Who_Cooks,Q14.Food_Must_Be,Q15a.Halal,Q15b.Halal,Q15c.Halal,Q15d.Halal,Q15e.Halal,Q15f.Halal,Q16.a,Q16.b,Q16.c,Q16.d,Q16.e,Q16.f,Q16.g,Q16.h,Q17.1,Q17.1rec1,Q17.1rec2,Q17.2,Q17.2rec1,Q19.a,Q19.b,Q22.a,Q22.b,Q22.c,Q29a.Religion,Q30.Religion
11,1,1,3,3,30,2,3,2,101,111,111,181,181,151,4,1,3,14,14,4,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,4,1,3,3,3,3,4,101,206,21,140,Satay,1,4,5,1,4,1,1
11,1,2,3,3,30,2,3,2,101,188,111,181,181,131,3,9,1,14,14,4,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,3,1,3,1,4,3,3,101,206,21,111,Laksa,1,4,5,1,4,1,1
11,1,2,1,1,36,2,3,1,101,111,111,181,181,181,4,1,3,14,14,14,14,7,0.3333333333333333,1,1,1,1,1,1,2,1,4,1,1,2,2,4,4,4,101,206,21,111,Satay,1,4,5,1,4,1,1
11,1,1,1,1,54,2,3,2,105,111,111,181,181,151,4,1,3,14,14,2,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,2,1,1,2,2,4,4,4,101,206,21,111,Nasi lemak,1,4,5,1,4,1,1
12,1,1,1,1,46,2,3,2,105,111,111,181,181,135,4,3,3,14,14,3,14,7,0.3333333333333333,2,4,1,1,1,1,2,1,4,2,2,2,2,4,2,2,105,201,19,105,Nasi lemak,1,2,1,7,4,1,1
12,1,1,1,1,40,2,3,1,105,111,111,181,181,181,4,11,11,14,14,14,14,7,0.3333333333333333,2,1,1,1,1,3,2,1,3,4,2,4,3,4,3,3,105,205,20,105,Rendang ayam,1,2,8,5,3,1,3
13,1,1,1,1,18,1,3,2,121,111,111,121,115,151,13,1,1,14,13,13,21,0,0.0,6,1,2,1,2,2,2,1,2,1,2,3,2,4,4,2,101,206,21,170,Nasi minyak,1,3,3,8,1,4,2
13,1,2,2,2,58,1,3,1,101,188,111,181,181,181,2,1,1,1,9,9,15,6,0.2857142857142857,1,1,1,3,3,3,3,3,2,1,3,2,1,3,3,3,121,106,15,140,Roti canai,1,5,1,3,5,4,1
13,1,2,1,1,38,1,3,1,101,188,111,181,181,181,4,1,1,6,9,6,18,3,0.14285714285714285,1,1,2,3,3,3,3,3,2,1,2,2,2,4,3,3,105,30,9,105,Fried mee,1,5,5,6,7,4,2
13,1,1,2,2,30,2,3,1,101,188,111,181,181,181,5,1,1,1,6,6,6,15,0.7142857142857143,1,1,1,1,1,1,3,1,4,3,2,3,2,3,1,3,105,201,19,101,Lontong,1,6,1,4,5,1,2
13,1,1,2,2,23,1,3,1,101,188,181,188,181,181,2,1,1,1,2,2,3,18,0.8571428571428571,6,1,2,2,3,3,3,3,2,3,2,4,1,4,2,2,105,30,9,188,Roti canai,6,1,5,3,1,7,4
13,1,1,2,2,23,1,3,1,101,188,111,181,181,181,2,1,1,1,2,2,6,15,0.7142857142857143,6,1,2,2,3,3,3,3,2,3,2,2,2,3,1,1,140,5,3,101,Roti canai,1,4,5,1,4,4,2
13,1,2,2,2,16,1,2,2,101,188,111,181,121,181,5,1,1,1,6,6,12,2,0.14285714285714285,6,1,3,3,3,3,3,3,3,2,2,3,1,4,3,3,131,185,13,160,KFC,1,4,1,4,6,4,2
13,1,1,2,2,39,1,3,1,101,188,181,188,181,181,2,1,1,1,2,2,12,9,0.42857142857142855,2,1,3,3,3,3,3,3,2,2,2,2,2,3,2,2,140,112,16,188,Nasi Lemak,1,4,1,4,6,4,3
13,1,1,2,2,38,2,3,1,101,188,111,181,181,181,2,1,1,1,1,2,15,6,0.2857142857142857,2,1,1,1,1,1,1,1,2,3,2,2,2,4,3,3,188,205,20,188,Roti canai,1,5,5,3,1,1,1
13,1,1,2,2,23,1,3,1,101,188,181,188,181,181,2,1,1,1,2,2,12,9,0.42857142857142855,6,1,1,2,3,3,2,3,2,3,2,2,2,3,2,2,101,206,21,188,Nasi lemak,1,5,1,3,5,7,4
13,1,2,2,2,35,1,3,1,101,111,111,181,181,181,2,1,1,1,13,11,21,0,0.0,1,1,2,3,3,3,3,3,2,1,2,2,1,4,2,3,105,201,19,188,Asam Laksa,1,4,1,3,5,4,2
13,1,1,1,2,31,1,2,2,131,111,111,121,121,151,2,2,2,2,2,2,14,7,0.3333333333333333,4,1,1,1,1,2,3,1,2,3,2,4,3,4,2,3,170,183,11,168,Chicken Rice,2,1,3,6,1,4,2
13,1,1,1,2,19,1,3,2,121,111,111,121,115,151,13,1,1,14,13,13,21,0,0.0,6,2,2,1,2,2,2,1,3,1,2,4,3,3,4,3,111,206,21,101,Fish oild acid,1,3,3,1,8,4,2
14,1,1,1,1,51,4,3,1,101,111,111,181,181,181,3,1,2,14,14,14,17,4,0.19047619047619047,2,1,2,1,2,3,1,3,3,4,3,2,2,3,2,2,188,11,8,111,Nasi lemak,1,3,5,4,1,3,3
14,1,2,1,3,43,1,2,1,101,111,111,181,181,181,2,2,2,14,14,14,13,1,0.07142857142857142,1,1,2,2,3,3,1,1,3,1,2,2,2,4,2,2,121,106,15,121,Mixed Rice,1,4,1,5,4,4,2
14,1,2,1,1,42,4,3,2,131,111,111,181,181,181,2,1,1,14,14,14,14,7,0.3333333333333333,1,1,3,2,2,1,1,1,2,4,3,3,1,3,3,2,121,8,6,170,Roti canai,1,4,3,4,1,3,2
14,1,2,1,1,24,2,2,1,101,111,111,181,181,181,2,2,2,14,14,14,4,10,0.7142857142857143,8,1,1,1,1,1,1,1,1,2,3,2,2,4,3,3,105,3,1,160,Vegetable,4,2,4,2,6,1,2
15,1,1,1,1,27,4,2,1,101,181,111,181,181,181,2,14,1,14,14,14,2,14,0.875,6,1,3,3,2,1,1,1,4,2,3,2,3,2,2,2,101,206,21,111,Chapati,2,1,4,1,5,4,2
3,1,2,1,1,29,2,2,1,141,111,111,151,151,151,3,3,1,1,14,14,7,14,0.6666666666666666,8,1,1,1,1,2,2,1,3,3,2,3,3,3,2,3,131,27,2,160,Lauk,1,2,1,2,3,1,1
2,1,2,2,2,19,2,2,1,121,101,101,121,115,151,3,3,13,9,14,14,2,12,0.8571428571428571,6,1,1,1,1,1,2,1,3,3,3,4,3,2,2,3,121,82,14,121,Masak asam,4,2,4,5,6,1,1
2,1,2,2,2,18,2,2,1,101,101,111,115,151,121,3,3,13,13,13,13,1,13,0.9285714285714286,6,1,1,1,1,1,2,1,3,4,2,4,4,4,2,2,101,206,21,105,Nasi kandar,2,4,2,4,6,1,1
2,1,2,2,2,53,2,2,1,101,101,101,141,115,151,3,3,4,4,4,4,15,15,0.5,1,1,1,1,1,2,2,1,3,3,3,3,2,4,4,3,188,4,2,168,Nasi lemak,1,4,3,4,6,1,2
3,1,2,1,1,19,2,2,1,141,111,111,151,151,151,3,3,2,9,13,13,14,7,0.3333333333333333,6,1,1,1,1,2,2,1,3,2,2,3,2,3,3,3,188,203,20,188,Nasi briyani,1,2,1,3,4,1,1
3,1,1,1,1,55,4,3,1,131,101,101,151,151,151,1,1,1,1,1,1,13,12,0.48,1,1,2,2,3,3,3,3,2,2,3,3,2,3,3,3,101,206,21,111,Sambal,4,6,3,5,8,3,3
3,1,1,1,1,55,4,3,1,121,101,101,151,151,151,1,2,1,1,1,1,14,10,0.4166666666666667,1,2,2,3,2,3,3,3,2,3,3,3,1,3,1,1,121,106,15,168,Sambal,1,6,4,1,2,3,5
3,1,2,1,1,49,4,3,1,131,101,101,151,115,188,1,2,1,1,9,13,15,4,0.21052631578947367,1,4,2,3,3,2,2,3,3,3,2,2,2,3,2,2,101,206,21,121,Chicken Rice,1,4,2,1,5,3,3
4,1,2,1,1,55,4,3,1,141,111,111,181,181,181,5,13,13,14,14,14,7,14,0.6666666666666666,1,1,2,2,1,3,1,1,3,3,3,3,3,3,2,2,105,184,4,105,Lengkuas,4,6,5,1,8,3,3
4,1,1,3,3,22,2,3,1,101,111,188,188,121,188,3,2,3,2,4,4,20,1,0.04761904761904762,6,4,1,1,1,1,1,1,4,1,1,2,2,4,2,2,105,20,12,188,curry mee,1,2,2,5,3,1,3
4,1,2,1,2,36,2,4,2,101,101,111,181,181,181,3,1,1,14,14,14,3,25,0.8928571428571429,8,4,1,1,1,1,2,1,3,2,4,1,2,2,2,2,131,185,13,170,Roti canai,2,5,3,5,1,1,1
4,1,2,1,1,29,2,3,1,121,101,101,181,181,181,2,1,1,14,14,14,7,14,0.6666666666666666,6,1,1,1,1,1,2,1,2,1,1,2,3,3,2,2,131,185,13,170,char koew tiew,2,1,1,3,5,1,2
4,1,2,1,1,24,2,3,1,121,101,101,181,181,181,2,1,1,14,14,14,7,14,0.6666666666666666,6,4,1,1,1,1,1,1,2,1,1,2,3,3,2,2,131,185,13,170,curry mee,2,1,1,3,4,1,2
4,1,1,1,1,19,4,3,1,121,101,111,181,181,181,2,1,1,14,14,14,6,15,0.7142857142857143,6,3,2,2,2,2,1,2,2,1,3,3,2,3,2,2,101,206,21,140,BeeHoon Soup,1,2,1,3,4,3,3
4,1,2,1,1,41,4,3,1,141,188,111,181,181,181,6,9,1,14,14,14,21,0,0.0,1,1,1,2,2,3,1,3,3,1,2,2,2,3,2,2,105,204,20,101,Fried Rice,1,4,5,1,7,3,2
4,1,2,3,3,32,2,1,2,105,111,111,121,115,115,4,9,6,13,6,2,14,2,0.125,1,1,1,1,1,1,2,1,4,2,1,2,3,4,2,2,105,184,4,121,Nasi lemak,1,5,3,1,7,1,3
5,1,1,1,1,31,3,3,1,131,111,111,181,181,181,13,1,1,14,14,14,14,7,0.3333333333333333,6,1,2,2,3,2,2,1,1,4,2,1,2,4,2,2,111,114,8,101,Curry,1,6,8,1,4,4,2
5,1,1,1,1,28,4,3,2,131,111,111,181,151,135,2,1,1,1,1,1,5,16,0.7619047619047619,6,2,2,2,2,2,2,2,1,1,3,3,2,3,1,1,140,116,17,131,Nasi lemak,2,4,5,3,1,3,4
5,1,2,1,1,56,4,3,1,131,101,101,181,181,181,2,1,1,14,14,14,7,7,0.5,1,1,3,3,3,3,2,2,2,1,2,2,1,4,2,2,121,106,15,140,Laksa,1,4,5,1,8,3,3
5,1,2,1,1,24,3,2,1,105,101,101,181,181,181,2,1,6,14,14,14,15,2,0.11764705882352941,6,1,2,3,2,3,2,3,3,4,2,2,3,4,3,2,105,202,20,111,Laksa,2,1,6,5,2,2,4
5,1,1,1,1,16,3,3,1,105,101,101,181,181,181,5,9,11,14,14,14,15,0,0.0,6,1,2,3,2,2,3,3,4,1,2,2,3,4,3,2,188,105,10,111,Nasi dagang,2,4,3,5,6,3,5
5,1,2,1,3,28,4,3,1,141,101,111,181,181,181,5,13,13,14,14,14,2,19,0.9047619047619048,6,1,2,1,2,1,1,2,2,4,4,2,2,4,2,2,101,206,21,121,Teh tarik,4,2,8,6,1,3,2
5,1,2,1,1,25,4,2,2,131,111,111,181,115,151,5,2,13,13,3,3,12,10,0.45454545454545453,6,2,1,2,2,1,1,2,1,3,3,3,2,2,2,2,101,206,21,140,laksa,2,3,5,1,7,3,2
5,1,2,2,3,60,4,4,2,141,111,111,141,181,181,2,1,1,3,14,14,25,0,0.0,1,1,3,2,2,1,3,3,3,1,3,1,1,3,1,1,101,206,21,121,Chicken rice,1,6,4,3,9,3,3
5,1,2,1,1,24,4,3,1,131,101,101,181,181,181,5,1,1,14,14,14,14,7,0.3333333333333333,6,1,3,3,3,3,3,3,2,1,4,4,4,4,4,4,111,114,8,101,Tehtarik,1,4,8,1,3,3,2
5,1,1,1,1,30,4,3,2,121,111,111,181,151,181,2,1,1,14,2,14,12,8,0.4,9,4,2,2,2,2,1,2,1,1,1,2,1,4,1,1,121,106,15,111,Nasi Ayam,1,2,2,3,4,3,2
5,1,2,1,3,47,2,3,1,101,101,101,181,181,181,3,1,1,14,14,14,15,6,0.2857142857142857,1,1,1,1,1,2,1,2,4,4,2,4,3,4,2,2,140,116,17,140,Nasi Lemak,1,2,1,2,3,1,1
5,1,2,1,3,31,2,3,1,101,101,181,181,181,188,1,1,1,14,14,1,15,4,0.21052631578947367,1,1,1,1,1,2,2,1,4,4,3,4,3,4,2,2,101,206,21,105,Rendang,1,4,1,2,9,1,1
6,1,2,1,1,31,2,4,2,101,101,188,121,115,115,2,1,1,3,9,3,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,3,4,2,3,3,4,2,2,101,206,21,105,Satay,4,5,7,4,6,1,2
6,1,2,1,1,26,2,3,2,131,111,101,188,188,115,5,11,1,13,4,3,6,10,0.625,6,1,1,1,1,2,2,1,2,4,2,3,2,4,2,3,105,184,4,121,Nasi lemak,1,4,1,5,3,1,1
6,1,2,1,1,23,4,4,1,131,111,111,115,181,181,2,1,1,3,14,14,20,8,0.2857142857142857,6,3,3,3,2,2,2,2,2,4,2,2,2,4,4,2,101,206,21,140,Roti canai,1,2,1,2,3,3,5
6,1,2,1,2,27,4,3,2,101,101,101,115,181,181,1,1,1,1,14,14,7,7,0.5,1,3,2,2,2,2,1,2,2,3,2,4,2,4,3,2,170,7,5,101,Nasi briyani,2,5,4,6,3,3,2
6,1,2,1,3,39,4,3,2,131,101,111,188,188,181,2,1,1,1,1,3,21,2,0.08695652173913043,1,1,3,3,2,3,1,2,2,1,2,2,2,4,2,4,170,7,5,121,Nasi Lemak,1,2,1,3,6,3,2
6,1,2,1,1,45,2,2,2,101,111,181,181,181,181,3,1,1,1,1,3,7,5,0.4166666666666667,1,4,1,1,1,3,2,1,2,4,2,1,1,4,2,2,111,114,8,101,Mee Mamak,5,4,5,6,9,1,3
6,1,2,2,2,38,2,2,2,101,111,111,151,181,181,4,1,9,6,14,14,7,10,0.5882352941176471,1,1,1,1,2,2,1,1,4,4,3,2,3,4,1,3,168,121,2,105,Curry Chicken,1,2,4,7,9,1,2
6,1,2,1,1,37,2,3,2,121,111,188,181,181,135,6,9,1,6,6,2,16,5,0.23809523809523808,1,1,1,1,1,3,2,1,2,1,2,2,3,4,2,2,105,202,20,105,Hokkien Mee,1,2,2,5,7,1,1
6,1,1,1,1,17,2,3,3,141,101,111,188,115,135,6,9,6,1,1,4,3,18,0.8571428571428571,6,1,1,1,1,3,3,1,3,2,3,3,3,2,3,2,101,206,21,111,Nasi lemak,1,4,7,8,6,1,3
6,1,2,3,3,27,2,3,2,121,101,111,151,121,115,6,1,1,6,13,2,7,14,0.6666666666666666,6,3,1,1,2,1,1,1,3,3,3,4,3,4,3,3,111,206,21,101,nasi goreng,2,4,1,7,6,1,1
8,1,1,1,1,42,2,3,1,101,188,101,181,181,181,2,13,1,14,14,14,16,5,0.23809523809523808,2,1,1,1,1,1,3,1,3,3,1,2,1,4,2,2,105,107,5,188,Nasi Lemak,1,5,6,8,5,1,1
9,1,2,1,2,46,4,3,1,141,111,101,181,181,181,1,1,1,14,14,14,19,2,0.09523809523809523,9,2,2,2,1,1,2,1,3,1,2,2,2,4,2,2,101,206,21,140,Roti canai,1,6,3,1,5,3,2
9,1,1,1,1,60,2,3,1,105,111,111,181,181,181,3,1,9,14,14,14,15,6,0.2857142857142857,2,1,1,1,1,1,1,1,3,3,3,4,4,4,3,3,131,185,13,105,Nasi campur,3,1,4,3,2,1,2
9,1,1,1,1,33,4,3,1,105,111,111,181,181,181,1,9,1,14,14,14,10,10,0.5,2,1,2,2,2,2,2,2,4,3,3,4,4,4,3,3,105,184,4,170,Roti canai,4,2,4,6,7,3,2
10,1,2,1,1,35,2,3,2,121,111,111,181,181,135,5,1,1,14,14,11,21,0,0.0,1,1,1,1,1,3,3,1,3,1,2,2,1,4,4,4,111,114,8,105,mee goreng,1,6,3,4,8,1,2
10,1,2,1,1,32,2,3,2,131,111,111,181,181,151,2,13,1,14,14,2,7,14,0.6666666666666666,1,1,1,1,1,3,3,1,4,4,2,3,4,4,3,2,101,206,21,105,nasi lemak,1,4,8,3,1,1,2
10,1,1,3,3,47,4,3,2,131,101,101,181,181,151,4,1,1,14,14,2,7,14,0.6666666666666666,6,1,1,3,1,3,2,1,4,4,2,2,2,4,1,2,105,184,4,121,Nasi goreng,1,6,1,7,2,3,5
10,1,1,1,1,37,4,4,2,105,111,111,151,181,115,2,13,1,13,14,3,7,21,0.75,2,1,1,1,1,3,2,1,1,2,3,2,4,4,2,2,111,114,8,101,Satay,1,2,4,3,5,3,2
10,1,1,3,3,43,2,3,1,131,111,111,181,181,181,4,14,3,14,14,14,14,7,0.3333333333333333,2,1,1,1,1,3,2,1,4,2,1,2,3,4,2,2,101,206,21,121,Nasi goreng Ayam,2,1,6,8,3,1,2
11,1,2,3,3,15,2,3,1,121,111,111,181,181,181,5,1,3,14,14,14,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,101,206,21,111,Nasi briyani,1,4,5,1,4,1,1
11,1,2,3,3,25,2,3,2,121,111,111,181,181,151,4,1,3,14,14,3,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,140,116,17,101,Nasi Ayam,1,4,5,1,4,1,1
11,1,2,3,3,30,2,3,4,105,111,111,181,181,135,3,11,1,14,14,11,14,7,0.3333333333333333,1,1,1,1,1,2,2,1,4,1,1,1,1,4,3,3,101,206,21,105,Tosai,1,4,8,4,5,1,2
11,1,2,1,1,27,2,3,1,121,188,111,181,181,181,4,9,3,14,14,14,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,2,1,2,2,4,4,4,140,116,17,101,Nasi Kerabu,1,4,5,1,4,1,1
11,1,1,1,1,33,2,3,1,131,111,111,181,181,181,3,1,3,14,14,14,14,7,0.3333333333333333,1,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,101,206,21,111,Nasi lemak,1,4,5,1,4,1,1
12,1,1,1,1,24,2,3,2,101,111,111,181,115,181,3,11,3,14,6,14,14,7,0.3333333333333333,6,4,1,1,1,3,2,2,4,1,2,3,3,4,3,4,105,200,18,101,Onde-onde,1,4,2,3,1,1,1
13,1,1,2,2,29,1,4,2,101,188,111,181,181,181,5,1,1,1,13,13,20,8,0.2857142857142857,6,1,3,3,3,3,3,3,2,2,3,3,1,4,3,3,101,206,21,188,Mee,1,6,1,3,5,4,1
13,1,1,2,2,29,1,3,2,101,188,111,181,121,181,5,1,1,1,13,9,12,9,0.42857142857142855,6,1,3,3,3,3,3,3,2,2,3,3,2,4,3,3,160,5,3,160,Tom yam soup,1,6,5,1,2,4,1
13,1,1,2,2,42,1,3,1,101,188,111,121,181,181,2,3,1,1,6,6,12,9,0.42857142857142855,2,1,3,3,3,3,3,3,2,3,2,2,1,4,3,3,101,206,21,188,Roti canai,1,5,1,5,4,4,3
13,1,2,1,2,45,1,2,2,131,111,111,188,121,115,2,1,1,2,2,2,21,0,0.0,1,2,2,3,3,2,2,3,2,1,2,3,2,4,3,3,105,200,18,101,Mee Kolo,4,5,6,5,7,4,3
14,1,1,1,1,24,1,3,1,101,111,111,181,181,181,2,1,1,14,14,14,15,6,0.2857142857142857,6,1,2,2,2,2,2,3,4,2,2,2,2,4,2,2,188,105,10,121,Nasi Lemak,1,4,1,5,6,4,2
4,1,1,3,3,22,2,3,2,121,111,111,151,115,151,4,4,1,4,3,2,14,0,0.0,1,1,1,1,1,1,2,1,4,1,2,2,1,4,1,2,131,110,9,105,nasi lemak,1,6,5,6,8,1,1
6,1,1,1,1,18,2,2,2,101,111,111,181,181,151,1,4,3,1,1,4,15,6,0.2857142857142857,6,1,1,1,1,3,2,1,2,2,4,4,3,3,2,2,101,82,14,121,Fish,1,5,2,1,6,1,1
13,1,2,1,1,56,2,2,2,121,111,111,121,115,115,13,1,1,14,3,6,14,0,0.0,1,2,1,1,1,1,1,1,4,1,2,3,3,4,2,2,140,112,16,105,Roti canai,6,1,5,3,6,1,2
13,1,1,1,1,40,2,3,1,101,188,111,181,181,181,2,1,1,13,13,3,21,0,0.0,2,1,1,1,1,1,2,1,2,2,2,2,2,4,2,3,105,201,19,101,Nasi Kerabu,1,6,5,1,7,1,2
13,1,1,1,1,39,2,3,1,101,188,111,181,181,181,2,1,1,3,4,4,15,6,0.2857142857142857,2,1,1,1,1,1,1,1,2,3,3,2,2,4,2,3,140,112,16,188,Roti canai,1,4,5,1,6,1,1
13,1,2,1,2,55,2,2,2,121,111,111,121,115,115,13,1,1,14,3,6,14,0,0.0,1,1,1,1,1,2,2,1,4,1,2,3,2,4,3,2,140,112,16,121,Sambal,6,1,5,3,6,1,2
12,1,2,3,3,25,2,2,2,101,111,181,181,181,151,3,13,14,14,14,3,14,0,0.0,6,1,1,1,1,3,2,1,2,3,1,2,2,4,4,2,101,206,21,111,Chicken,1,5,1,3,5,1,1
2,1,1,2,2,40,2,3,3,105,111,188,188,121,151,3,4,9,13,13,13,30,16,0.34782608695652173,6,1,1,1,1,2,1,1,3,3,4,4,4,3,2,2,105,203,20,105,Nasi dalca,4,2,5,7,8,1,1
2,1,2,2,2,55,2,3,1,105,101,101,115,115,151,4,4,3,4,3,3,20,7,0.25925925925925924,1,1,1,1,1,2,2,1,3,3,3,4,4,4,2,2,170,119,5,105,Masak merah,1,4,5,6,3,1,2
2,1,1,3,3,34,2,3,1,101,188,188,188,121,151,3,3,4,3,4,4,17,25,0.5952380952380952,2,1,1,1,1,2,2,1,3,4,4,4,4,4,2,2,121,82,14,121,Laksa,1,4,5,7,9,1,3
3,1,2,1,1,22,2,2,1,101,111,111,141,151,151,3,2,3,3,14,14,6,12,0.6666666666666666,6,1,1,1,2,2,2,1,3,3,3,3,3,2,3,2,131,23,13,188,Nasi lemak,1,2,2,3,4,1,1
4,1,1,1,1,40,2,3,1,131,101,188,181,181,181,2,1,3,14,14,14,7,14,0.6666666666666666,2,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,111,114,8,101,Rempah ratus,1,4,5,8,1,1,2
4,1,1,1,1,19,2,2,2,141,101,188,188,121,151,4,1,3,2,2,4,14,0,0.0,6,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,101,206,21,111,Chicken Rice,1,4,5,1,7,1,3
4,1,2,3,3,45,2,2,1,121,111,111,121,115,115,4,2,3,1,4,4,14,0,0.0,1,1,1,1,1,1,1,1,4,1,1,2,1,4,2,2,131,24,13,140,Meat,1,4,6,3,5,1,2
4,1,1,3,3,41,2,2,1,105,111,111,151,115,115,3,2,4,2,2,3,20,2,0.09090909090909091,2,1,1,1,1,2,1,1,4,2,2,2,2,4,2,2,131,24,13,168,Lemang,1,2,7,5,6,1,2
4,1,1,3,3,16,2,2,1,105,111,188,188,121,115,4,1,9,1,3,4,10,2,0.16666666666666666,6,2,1,1,1,1,2,1,3,2,1,2,3,4,2,2,101,206,21,105,rojak,1,4,5,2,8,1,2
4,1,2,1,1,64,4,4,2,101,111,111,188,115,151,2,1,1,1,1,6,30,2,0.0625,9,2,2,2,2,2,2,2,3,1,3,2,1,4,2,2,121,8,6,121,Fried mee,6,2,7,8,1,3,1
4,1,2,1,2,52,4,3,1,101,111,111,181,181,181,2,1,1,14,14,14,14,7,0.3333333333333333,1,2,2,3,2,3,1,2,1,1,2,3,2,4,2,2,160,18,9,160,laksa,2,1,1,4,7,3,2
4,1,1,1,1,24,4,3,1,121,101,111,181,181,181,2,3,1,14,14,14,5,16,0.7619047619047619,6,1,2,2,2,2,1,2,1,1,3,3,2,3,2,2,131,185,13,101,nasi lemak,1,2,1,3,4,3,2
4,1,2,1,1,21,2,3,1,121,101,101,181,181,181,2,1,1,14,14,14,7,14,0.6666666666666666,6,2,1,1,1,1,1,1,1,1,1,2,3,3,2,2,170,119,5,131,laksa,2,1,3,5,4,1,2
4,1,2,1,2,55,4,3,1,121,101,101,181,181,181,2,1,1,14,14,14,9,12,0.5714285714285714,1,2,2,2,2,2,1,2,2,1,3,2,1,3,2,2,140,112,16,131,Rice,2,1,3,1,5,3,2
4,1,1,1,2,50,4,3,1,121,101,111,181,181,181,2,1,1,14,14,14,10,11,0.5238095238095238,2,1,2,2,2,2,1,2,2,1,3,2,2,3,2,2,131,185,13,170,Chapati,2,1,3,1,5,3,2
5,1,2,1,2,23,2,3,1,105,111,188,188,115,181,2,1,9,6,6,14,13,3,0.1875,6,4,1,1,1,2,2,1,4,3,2,2,2,4,3,2,168,113,2,121,Nasi kerabu,2,3,3,6,5,1,5
6,1,1,2,2,22,3,3,2,131,111,181,181,181,181,2,1,1,6,1,14,13,3,0.1875,6,1,1,1,1,3,2,1,2,3,3,4,4,3,3,3,101,206,21,121,Tom yam,6,1,8,5,7,2,2
6,1,2,1,2,21,2,3,2,105,188,111,181,181,151,1,1,1,3,2,3,30,1,0.03225806451612903,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,101,206,21,111,Tom yam,1,4,5,7,8,1,1
6,1,2,1,1,21,2,1,3,131,101,111,188,188,115,5,9,13,1,6,3,7,6,0.46153846153846156,6,1,1,1,1,1,2,1,2,3,2,2,2,4,3,3,121,106,15,105,Roti canai,1,2,4,6,7,1,1
6,1,1,1,2,29,2,2,2,141,111,111,188,115,151,2,1,1,2,9,2,6,7,0.5384615384615384,6,1,1,1,1,1,2,1,2,1,2,3,3,4,1,2,101,206,21,140,Wheat,1,2,5,8,3,1,2
6,1,2,1,3,64,2,3,2,101,101,111,188,121,115,2,1,2,1,9,2,21,3,0.125,1,1,1,1,1,1,2,1,4,1,2,2,3,4,2,4,101,206,21,111,Roti canai,1,5,4,1,6,1,1
6,1,2,1,1,36,4,3,2,121,101,111,115,188,131,13,1,1,4,2,2,19,5,0.20833333333333334,6,4,3,3,2,1,1,3,2,4,3,2,2,4,2,2,101,206,21,131,Tea tarik,1,2,1,3,4,3,2
6,1,2,2,3,46,2,2,2,131,101,111,188,115,188,2,9,13,6,3,4,10,0,0.0,1,1,1,1,1,3,2,1,4,1,3,2,3,4,2,2,140,112,16,121,Roti canai,1,2,4,6,7,1,3
6,1,1,1,1,56,2,3,1,101,111,111,181,181,181,4,1,1,14,14,14,19,2,0.09523809523809523,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,2,101,206,21,121,Chicken rice,1,2,6,5,1,1,5
6,1,1,1,1,25,2,3,2,105,111,101,181,115,181,2,9,1,6,6,3,14,7,0.3333333333333333,6,1,1,1,1,3,1,1,2,3,2,4,4,4,3,3,105,20,12,101,Rojak,1,6,2,7,4,1,1
6,1,2,1,1,50,2,3,2,101,111,101,181,181,151,2,1,1,1,6,3,21,0,0.0,1,1,1,1,1,2,2,1,2,1,2,3,2,4,3,3,101,206,21,111,Laksa,1,4,1,4,7,1,1
6,1,1,3,3,20,2,2,2,121,111,101,115,188,115,4,13,6,1,1,3,9,8,0.47058823529411764,6,3,1,1,1,1,2,1,4,4,4,4,2,3,2,2,105,184,4,111,Vegetable,1,2,5,3,4,1,2
6,1,2,2,3,22,2,2,2,121,101,188,151,121,115,6,1,1,4,9,4,14,2,0.125,6,1,1,1,1,1,2,1,2,2,2,3,2,4,3,3,111,206,21,101,Vegetable,1,4,7,8,4,1,1
