Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
MYS,2011-12-01,2011-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2011,2011,7012,December,LCU,1900.000000,A
MYS,2012-01-01,2012-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,2350.000000,A
MYS,2012-01-01,2012-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7001,January,LCU,2700.000000,A
MYS,2012-02-01,2012-02-29,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7002,February,LCU,2850.000000,A
MYS,2012-03-01,2012-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7003,March,LCU,2400.000000,A
MYS,2012-04-01,2012-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7004,April,LCU,2400.000000,A
MYS,2012-05-01,2012-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7005,May,LCU,2300.000000,A
MYS,2012-06-01,2012-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7006,June,LCU,2350.000000,A
MYS,2012-07-01,2012-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7007,July,LCU,2250.000000,A
MYS,2012-08-01,2012-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7008,August,LCU,2300.000000,A
MYS,2012-09-01,2012-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7009,September,LCU,2200.000000,A
MYS,2012-10-01,2012-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7010,October,LCU,2000.000000,A
MYS,2012-11-01,2012-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7011,November,LCU,2000.000000,A
MYS,2012-12-01,2012-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2012,2012,7012,December,LCU,2000.000000,A
MYS,2013-01-01,2013-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,2250.000000,A
MYS,2013-01-01,2013-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7001,January,LCU,2100.000000,A
MYS,2013-02-01,2013-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7002,February,LCU,2050.000000,A
MYS,2013-03-01,2013-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7003,March,LCU,2150.000000,A
MYS,2013-04-01,2013-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7004,April,LCU,2350.000000,A
MYS,2013-05-01,2013-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7005,May,LCU,2200.000000,A
MYS,2013-06-01,2013-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7006,June,LCU,2150.000000,A
MYS,2013-07-01,2013-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7007,July,LCU,2250.000000,A
MYS,2013-08-01,2013-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7008,August,LCU,2350.000000,A
MYS,2013-09-01,2013-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7009,September,LCU,2300.000000,A
MYS,2013-10-01,2013-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7010,October,LCU,2350.000000,A
MYS,2013-11-01,2013-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7011,November,LCU,2200.000000,A
MYS,2013-12-01,2013-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2013,2013,7012,December,LCU,2300.000000,A
MYS,2014-01-01,2014-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,2370.000000,A
MYS,2014-01-01,2014-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7001,January,LCU,2500.000000,A
MYS,2014-02-01,2014-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7002,February,LCU,2350.000000,A
MYS,2014-03-01,2014-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7003,March,LCU,2550.000000,A
MYS,2014-04-01,2014-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7004,April,LCU,2650.000000,A
MYS,2014-05-01,2014-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7005,May,LCU,2500.000000,A
MYS,2014-06-01,2014-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,2400.000000,A
MYS,2014-07-01,2014-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,2250.000000,A
MYS,2014-08-01,2014-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,2200.000000,A
MYS,2014-09-01,2014-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,2150.000000,A
MYS,2014-10-01,2014-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,2100.000000,A
MYS,2014-11-01,2014-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,2100.000000,A
MYS,2014-12-01,2014-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,2650.000000,A
MYS,2015-01-01,2015-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,2800.000000,A
MYS,2015-01-01,2015-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,2750.000000,A
MYS,2016-01-01,2016-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,2400.000000,A
MYS,2016-01-01,2016-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,2500.000000,A
MYS,2016-02-01,2016-02-29,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,2550.000000,A
MYS,2016-03-01,2016-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,2900.000000,A
MYS,2016-04-01,2016-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,3050.000000,A
MYS,2016-05-01,2016-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,2600.000000,A
MYS,2016-06-01,2016-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,2350.000000,A
MYS,2016-07-01,2016-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,2200.000000,A
MYS,2016-08-01,2016-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,2100.000000,A
MYS,2016-09-01,2016-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,2100.000000,A
MYS,2016-10-01,2016-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,2050.000000,A
MYS,2016-11-01,2016-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,2150.000000,A
MYS,2016-12-01,2016-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,2300.000000,A
MYS,2017-01-01,2017-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,2490.000000,A
MYS,2017-01-01,2017-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,2700.000000,A
MYS,2017-02-01,2017-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,2700.000000,A
MYS,2017-03-01,2017-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,2850.000000,A
MYS,2017-04-01,2017-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,2850.000000,A
MYS,2017-05-01,2017-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,2700.000000,A
MYS,2017-06-01,2017-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,2700.000000,A
MYS,2017-07-01,2017-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,2500.000000,A
MYS,2017-08-01,2017-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,2500.000000,A
MYS,2017-09-01,2017-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,2250.000000,A
MYS,2017-10-01,2017-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,2200.000000,A
MYS,2017-11-01,2017-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,1950.000000,A
MYS,2017-12-01,2017-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,2050.000000,A
MYS,2018-01-01,2018-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,2850.000000,A
MYS,2018-01-01,2018-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,3600.000000,A
MYS,2018-02-01,2018-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7002,February,LCU,3450.000000,A
MYS,2018-03-01,2018-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7003,March,LCU,3200.000000,A
MYS,2018-04-01,2018-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7004,April,LCU,3000.000000,A
MYS,2018-05-01,2018-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,2800.000000,A
MYS,2018-06-01,2018-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,3400.000000,A
MYS,2018-07-01,2018-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7007,July,LCU,2850.000000,A
MYS,2018-08-01,2018-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,2300.000000,A
MYS,2018-09-01,2018-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,2000.000000,A
MYS,2018-10-01,2018-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,2250.000000,A
MYS,2018-11-01,2018-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7011,November,LCU,2100.000000,A
MYS,2018-12-01,2018-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2018,2018,7012,December,LCU,2850.000000,A
MYS,2019-01-01,2019-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,2400.000000,A
MYS,2019-01-01,2019-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,2450.000000,A
MYS,2019-02-01,2019-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7002,February,LCU,2600.000000,A
MYS,2019-03-01,2019-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7003,March,LCU,2500.000000,A
MYS,2019-04-01,2019-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7004,April,LCU,2550.000000,A
MYS,2019-05-01,2019-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7005,May,LCU,2300.000000,A
MYS,2019-06-01,2019-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,2200.000000,A
MYS,2019-07-01,2019-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7007,July,LCU,2300.000000,A
MYS,2019-08-01,2019-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,2400.000000,A
MYS,2019-09-01,2019-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,2350.000000,A
MYS,2019-10-01,2019-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,2400.000000,A
MYS,2019-11-01,2019-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,2600.000000,A
MYS,2019-12-01,2019-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,2650.000000,A
MYS,2020-01-01,2020-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,2700.000000,A
MYS,2020-01-01,2020-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7001,January,LCU,3650.000000,A
MYS,2020-02-01,2020-02-29,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7002,February,LCU,3650.000000,A
MYS,2020-03-01,2020-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7003,March,LCU,3350.000000,A
MYS,2020-04-01,2020-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7004,April,LCU,2950.000000,A
MYS,2020-05-01,2020-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7005,May,LCU,2800.000000,A
MYS,2020-06-01,2020-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7006,June,LCU,2950.000000,A
MYS,2020-07-01,2020-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7007,July,LCU,3000.000000,A
MYS,2020-08-01,2020-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7008,August,LCU,2950.000000,A
MYS,2020-09-01,2020-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7009,September,LCU,3000.000000,A
MYS,2020-10-01,2020-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7010,October,LCU,3000.000000,A
MYS,2020-11-01,2020-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7011,November,LCU,3050.000000,A
MYS,2020-12-01,2020-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2020,2020,7012,December,LCU,3800.000000,A
MYS,2021-01-01,2021-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7021,Annual value,LCU,3000.000000,A
MYS,2021-01-01,2021-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7001,January,LCU,3900.000000,A
MYS,2021-02-01,2021-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7002,February,LCU,3600.000000,A
MYS,2021-03-01,2021-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7003,March,LCU,3400.000000,A
MYS,2021-04-01,2021-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7004,April,LCU,2700.000000,A
MYS,2021-05-01,2021-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7005,May,LCU,2100.000000,A
MYS,2021-06-01,2021-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7006,June,LCU,2550.000000,A
MYS,2021-07-01,2021-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7007,July,LCU,2350.000000,A
MYS,2021-08-01,2021-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7008,August,LCU,2300.000000,A
MYS,2021-09-01,2021-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7009,September,LCU,2550.000000,A
MYS,2021-10-01,2021-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7010,October,LCU,3050.000000,A
MYS,2021-11-01,2021-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7011,November,LCU,3500.000000,A
MYS,2021-12-01,2021-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2021,2021,7012,December,LCU,3350.000000,A
MYS,2022-01-01,2022-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7021,Annual value,LCU,3500.000000,A
MYS,2022-01-01,2022-01-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7001,January,LCU,3550.000000,A
MYS,2022-02-01,2022-02-28,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7002,February,LCU,3900.000000,A
MYS,2022-03-01,2022-03-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7003,March,LCU,3200.000000,A
MYS,2022-04-01,2022-04-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7004,April,LCU,3500.000000,A
MYS,2022-05-01,2022-05-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7005,May,LCU,3400.000000,A
MYS,2022-06-01,2022-06-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7006,June,LCU,3400.000000,A
MYS,2022-07-01,2022-07-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7007,July,LCU,3550.000000,A
MYS,2022-08-01,2022-08-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7008,August,LCU,3600.000000,A
MYS,2022-09-01,2022-09-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7009,September,LCU,3750.000000,A
MYS,2022-10-01,2022-10-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7010,October,LCU,3450.000000,A
MYS,2022-11-01,2022-11-30,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7011,November,LCU,3250.000000,A
MYS,2022-12-01,2022-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5530,Producer Price (LCU/tonne),2022,2022,7012,December,LCU,3650.000000,A
MYS,2004-01-01,2004-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,1300.000000,A
MYS,2005-01-01,2005-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,1420.000000,A
MYS,2006-01-01,2006-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,1250.000000,A
MYS,2007-01-01,2007-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,1950.000000,A
MYS,2008-01-01,2008-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,1750.000000,A
MYS,2009-01-01,2009-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,1650.000000,A
MYS,2010-01-01,2010-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,1600.000000,A
MYS,2011-01-01,2011-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,2050.000000,A
MYS,2012-01-01,2012-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,2350.000000,A
MYS,2013-01-01,2013-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,2250.000000,A
MYS,2014-01-01,2014-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,2370.000000,A
MYS,2015-01-01,2015-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,2800.000000,A
MYS,2016-01-01,2016-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,2400.000000,A
MYS,2017-01-01,2017-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,2490.000000,A
MYS,2018-01-01,2018-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,2850.000000,A
MYS,2019-01-01,2019-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,2400.000000,A
MYS,2020-01-01,2020-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,2700.000000,A
MYS,2021-01-01,2021-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,3000.000000,A
MYS,2022-01-01,2022-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5531,Producer Price (SLC/tonne),2022,2022,7021,Annual value,SLC,3500.000000,A
MYS,2004-01-01,2004-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,342.100000,A
MYS,2005-01-01,2005-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,375.000000,A
MYS,2006-01-01,2006-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,340.800000,A
MYS,2007-01-01,2007-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,567.300000,A
MYS,2008-01-01,2008-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,524.600000,A
MYS,2009-01-01,2009-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,468.200000,A
MYS,2010-01-01,2010-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,496.700000,A
MYS,2011-01-01,2011-12-31,131,'458,Malaysia,399,'01233,Eggplants (aubergines),5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,669.900000,A
